,ar,"هاذا مش منطقي، و موش عادل زادا"
,bs,"Moderni grad Kazablanka osnovao je ribar iz plemena Berbera u 10. stoljeću prije nove ere, a koristili su ga Fenićani, Rimljani i Merenidi kao stratešku luku pod nazivom Anfa."
,bs,"Goma je turistički grad u Demokratskoj republici Kongo, na krajnjem istoku zemlje, u blizini Ruande."
,bs,"Može biti korisno kupiti Divlju kartu s kojom se može ući u neke parkove u Južnoj Africi ili u sve južnoafričke nacionalne parkove."
,bs,"Budući da su međudistriktni autobusi često puni, preporučuje se kupovina karte nekoliko dana unaprijed."
,bs,"Dva tornja izdižu se 83 metra u visinu, dugi su 378 metara i imaju dvije trake koje su široke 3,50 m."
,bs,"Za vijesti o turnirima i mjestima na kojima možete kupiti kartu za utakmice pola, provjerite kod Asociacion Argentina de Polo."
,bs,"Službena valuta Falklanda je falklandska funta (FKP), čija je vrijednost istovjetna vrijednosti jedne britanske funte (GBP)."
,bs,"Na otocima je novac moguće razmijeniti u jedinoj banci koja se nalazi u Stanleyu, preko puta trgovine FIC West."
,bs,"Skoro je nemoguće zamijeniti falklandsku valutu izvan otoka, pa zamijenite novac prije nego što ih napustite."
,bs,"Montevideo se nalazi u suptropskoj klimi; u ljetnim mjesecima temperature iznad + 30 °C su uobičajene."
,bs,"Topla čokolada ispunjava belgijske standarde. Voćni sokovi su skupi, ali su odlični."
,bs,"Oni vam mogu zadržati rezervaciju ako želite razmisliti o ponudi ili izvaditi druge dokumente potrebne za putovanje na to odredište (npr. vizu)."
,bs,"Ako želite biti blizu akcije, morat ćete ući rano kako biste zauzeli mjesto za kampiranje blizu muzike."
,bs,"Zapamtite da iako je muzički sadržaj na glavnim binama završen, možda će se na nekim dijelovima festivala muzika puštati do kasno u noć."
,bs,"Krstarenja Sankt Peterburgom uključuju i vrijeme koje se provodi u gradu. Putnici na krstarenju izuzeti su od zahtjeva za vizu (pogledajte uvjete)."
,bs,"Pazite da se tkanina ne ugrije previše (što može uzrokovati skupljanje ili, u ekstremnim slučajevima, progorijevanje)."
,bs,"U nekim područjima dovoljno je kuhati vodu jednu minutu, a u drugima je potrebno nekoliko minuta."
,bs,"Kari može biti „suh“ ili „mokar“ ovisno o količini tekućine."
,bs,"Usponi uključuju pogled s vrhova koji oduzima dah. Penjači iz svih dijelova svijeta stalno pronalaze nove rute kroz njegov beskrajni potencijal zidova."
,bs,"Ideja skijanja vrlo je stara - slike iz pećina koje prikazuju skijaše datiraju još iz 5000. godine p.n.e.!"
,bs,"Možete konsultovati i savjete vlada koje nisu vaše, ali njihovi savjeti namijenjeni su njihovim vlastitim građanima."
,bs,"Savjeti predstavljaju tek sažetak političke situacije u određenoj zemlji."
,bs,"Izneseni stavovi često su kratki, općeniti i pojednostavljeni u poređenju s detaljnijim informacijama dostupnim na drugim mjestima."
,bs,"Nevrijeme je generički termin za svaki opasni vremenski fenomen s potencijalnom za uzrokovanje štete, ozbiljnih društvenog poremećaja ili gubitka ljudskog života."
,bs,"Do vremenskih nepogoda može doći bilo gdje u svijetu. Nepogode mogu biti različitih vrsta, što može zavisiti od geografije, topografije i atmosferskih uvjeta."
,bs,"Oluja, grad, prekomjerne padavine i šumski požari su oblici i efekti nevremena, kao i oluje s grmljavinom, tornada, pljuskovi i cikloni."
,bs,"Putnicima koji su se lako prilagodili novoj kulturi ponekad je posebno teško ponovno se prilagoditi svojoj rodnoj kulturi."
,bs,"Arhipelag je smješten 120 km sjeverno od poluotoka. Najveći otok je Otok kralja Georgea s naseljem koje se naziva Villa Las Estrellas."
,bs,"Ostali otoci uključuju otoke Livingston i Deception na kojima poplavljena kaldera još uvijek aktivnog vulkana formira spektakularnu prirodnu luku."
,bs,"Najviše planina na Antarktiku se nalaze u sjevernom dijelu Sentinel Rangea, nazvan Vinson masiv, čiji je vrh pod nazivom Mount Vinson visok 4892 m."
,bs,"Satelitski telefon općenito ne predstavlja zamjenu za mobilni telefon jer morate telefonirati na otvorenom, s jasnom vidnom linijom do satelita."
,bs,"Iako su priobalni arhipelazi i najveća jezera uistinu dovoljno velika za svaku jahtu, manji brodovi ili čak kajaci nude drugačiji doživljaj."
,bs,"Neka krstarenja u svojim brošurama uključuju Berlin, Njemačka. Kao što vidite na mapi, Berlin nije ni u blizini mora te posjeta gradu nije uključena u cijenu krstarenja."
,bs,"Međutim, to nije jeftino: općenito možete očekivati da ćete za poslovnu klasu platiti i do četiri puta više od redovne cijene ekonomske klase i jedanaest puta više za prvu klasu!"
,bs,"Vrijedilo je prošetati intrigantnim selom pola sata."
,bs,"Na sjeveru posjetite i veliko svetište Gospe Fatimske (svetište), mjesto Marijinih ukazanja koja su poznata u cijelom svijetu."
,bs,"Ne skrnavite mjesto praveći ili urezujući grafite na građevinama."
,bs,"Majorkanska kuhinja, kao i kuhinje iz sličnih područja Sredozemlja, počiva na hljebu, povrću i mesu (naročito svinjetini), a za sve upotrebljava maslinovo ulje."
,bs,"Ne treba ni reći da će vam biti lakše naučiti portugalski ako govorite neki drugi romanski jezik."
,bs,"Većina modernih istraživačkih teleskopa predstavlja ogromne objekte na udaljenim mjestima s pogodnim atmosferskim uvjetima."
,bs,"Taj koncept potekao je iz Kine, gdje je behar šljive bio cvijet izbora."
,bs,"Provjerite da li autobus kojim planirate putovati ide i u Hebron, a ne samo u susjedno jevrejsko naselje Kiryat Arba."
,bs,"Božić je jedan od najvažnijih blagdana u kršćanstvu, i slavi se kao Isusov dan rođenja."
,bs,"Tradicionalnije crkve održavaju uskršnje bdijenje u subotu navečer u toku uskršnjeg vikenda, a članovi pastve počinju slaviti tačno u ponoć kako bi se proslavili Kristovo uskrsnuće."
,ca,"L'australià Mitchell Gourley ha acabat onzè en el Super-G masculí de drets. El competidor txec Oldrich Jelinek ha acabat setzè en el Super-G masculí d'asseguts."
,cs,"Do roku 1976 bylo obnoveno 30 % Machu Picchu a obnova pokračuje až dodnes."
,da,"Batten var med en anslået formue på 2,3 milliarder $ nummer 190 på ranglisten over de 400 rigeste amerikanere i 2008."
,da,"Jo mindre Rossby-tallet er, desto mindre aktiv er stjernen med hensyn til magnetiske vendinger."
,da,"Standarden 802.11n opererer på både 2.4Ghz- og   5.0Ghz-frekvenserne."
,da,"Brand- og redningspersonale slukkede omsider branden klokken 11:35 pm."
,da,"Det er Martellys femte CEP på fire år."
,da,"Du skal se skiruten som var den en lignende vandrerute."
,tl,"Umaapaw ang tubig sa saplad sa isang seksyong 100 piye ang lapad."
,gl,"Zayat saíu ileso do accidente."
,gl,"Todo no Universo se compón de materia. Toda a materia se compón de partículas minúsculas chamadas átomos."
,gl,"Apia fundouse na década do 1850 e é a capital oficial de Samoa desde 1959."
,gl,"Non obstante, a zona Schengen nese sentido funciona en certa medida como un único país."
,ha,"Wayewa ya bunƙasa a kewayen kogin Indus ta inda ya samo sunansa."
,ha,"Motar Giancarlo Fisichella ta kwace masa inda hakan ya jawo fitarsa daga tseren jim kaɗan bayan farawa."
,hr,"Nedavno je izgubio meč protiv Raonica na turniru Brisbane Open."
,hr,"Zatvor je došao na loš glas nakon što su otkriveni slučajevi zlostavljanja zatvorenika nakon što su zatvor preuzele američke snage."
,hr,"Prema navodima agencije Ansa „policiju je zabrinjavalo nekoliko ubojstava pripadnika najvišeg ranga zbog bojazni da bi to moglo izazvati pravi rat za naslijeđe."
,hr,"Diplomati su rekli da su pronašli dovoljno dvosmislenosti u afganistanskom ustavu da odluče da je drugi izborni krug nepotreban."
,hr,"To je u suprotnosti s prethodnim izvješćima u kojima je navedeno da bi otkazivanje drugog izbornog kruga bilo protuustavno."
,hr,"Kada kapsula stigne do Zemlje i uđe u atmosferu oko 5 sati (po istočnom vremenu) očekuje se da će prirediti pravi svjetlosni spektakl stanovnicima sjeverne Kalifornije, Oregona, Nevade i Ute."
,hr,"Kapsula će putovati brzinom od oko 12,8 km ili 8 milja u sekundi, što je dovoljno da bi se za jednu minutu stiglo iz San Francisca u Los Angeles."
,hr,"Alge proizvode neurotoksin koji može onesposobiti živce kod ljudi i riba."
,hr,"Ranije danas vjetrovi su bili jačine 83 km/h i očekuje se nastavak slabljenja."
,hr,"Nakon kartiranja morskog dna, olupina je pronađena pomoću ROV-a."
,hr,"„Osim groznice i grlobolje, osjećam se dovoljno dobro da posao obavljam na daljinu."
,hr,"Nisu svi pružili podršku uključenju žena."
,hr,"Njegovo ime i dalje je nepoznato vlastima iako je poznata činjenica da je član etničke skupine Ujguri."
,hr,"Osim što je prenosila tri važna znanstvena instrumenta, lunarna sonda nosila je i sliku indijske zastave na svim svojim stranama."
,hr,"Hostel se srušio u svetom islamskom gradu Meki u približno 10 sati ujutro po lokalnom vremenu."
,hr,"Broj poginulih je najmanje 15, a očekuje se da će taj broj rasti."
,hr,"Chiao i Šaripov izvijestili su da se nalaze na sigurnoj udaljenosti od potisnika za podešavanje položaja."
,hr,"Brod dužine 100 metara bio je na putu da preuzme svoju uobičajenu pošiljku gnojiva, a službenici su u početku strahovali da bi moglo doći do izlijevanja tereta iz plovila."
,hr,"Prošle godine, Kina je prvi put imala veći izvoz automobila od Njemačke, i prestigla Sjedinjene Američke Države kao najveće tržište ove industrije."
,hr,"Tropska oluja Danielle, četvrta oluja sezone uragana 2010. godine koja je dobila ime, formirala se na istoku Atlantskog oceana."
,hr,"Oluja, koja se nalazi približno 3.000 milja od Miamija na Floridi, ima maksimalnu jačinu vjetra od 40 milja/h (64 km/h)."
,hr,"Rođen u Zagrebu, glavnom gradu Hrvatske, Bobek je stekao slavu igrajući za Partizan Beograd."
,hr,"Zvijezde emitiraju svjetlost i toplinu zbog energije koja nastaje kada se atomi vodika spajaju (ili stapaju) u teže elemente."
,hr,"Oštrica na modernim klizaljkama ima dvostruki rub s konkavnom udubinom između. Dva ruba omogućavaju bolje prianjanje na ledu, čak i prilikom naginjanja."
,hr,"Sljedeća slika prikazuje atome koji emitiraju fotone. Naravno, fotoni su u stvarnosti mnogo manji nego na slici."
,hr,"Međutim, 991. godine Ethelred se suočio s vikinškom flotom manjom tek od one Guthrumove stotinu godina ranije."
,hr,"Flotu je vodio Norvežanin Olaf Trygvasson, koji je imao ambiciju izbaviti svoju zemlju od danskih agresora."
,hr,"Hangeul je jedino planski razvijeno pismo koje je u svakodnevnoj upotrebi. Pismo je izumljeno 1444. za vrijeme vladavine kralja Sejonga (1418. – 1450.)."
,hr,"Najstarija poznata knjiga na svijetu napisana je na sanskrtu. Nakon kompilacije Upanišada, sanskrit se gubio zbog hijerarhije."
,hr,"Protekom vremena stopile su se mnoge riječi koje su posuđene iz njemačkog. To je bio početak prosvjetiteljstva."
,hr,"Osamnaest posto stanovnika Venezuele je nezaposleno, a većina zaposlenih radi u sivoj ekonomiji."
,hr,"Dvije trećine radnog stanovništva Venezuele radi u sektoru usluga, gotovo četvrtina radi u sektoru industrije, a petina u sektoru poljoprivrede."
,hr,"Ovo više nije toliki problem jer proizvođači imaju više standarde u proizvodnji leća."
,hr,"Zbog toga sve što gledate na TV-u ima odrezane  gornje, donje i bočne rubove."
,hr,"Aleksandar je kao kralj ponudio da će platiti ponovnu izgradnju hrama, ali ponuda je odbijena. Nakon što je Aleksandar umro, hram je obnovljen 323. g. pr. Kr."
,hr,"Misticizam se razlikuje od drugih oblika vjerskih uvjerenja i štovanja jer naglašava izravan osobni doživljaj kroz jedinstveno stanje uma, pogotovo kod mirnih, dubokih, blaženih ili čak ekstatičnih ličnosti."
,hr,"Civilizacija je, kao što joj i samo ime govori, bujala u dolini rijeke Ind."
,hr,"Djeca dosta rano razviju svijest o rasi i rasnim stereotipima, a ti rasni stereotipi utječu na ponašanje."
,hr,"Takve web-stranice imaju i pozitivne strane, uključujući lakoću postavljanja razredne stranice, koja može uključivati ​​blogove, videozapise, fotografije i ostale elemente."
,hr,"Pristup primanju informacija bio je drugačiji.  Više se nije vršio pritisak na pojedinačno sjećanje, ali je fokus u većoj mjeri počivao na sposobnosti prisjećanja teksta."
,hr,"Renesansa je ustvari unijela značajnu promjenu u pristupu učenju i širenju znanja."
,hr,"Sport se uglavnom igra u formatu duela, jedan mačevalac bori se protiv drugoga."
,hr,"Obično se igra osamnaest rupa, a igrači najčešće počinju na prvoj rupi na terenu i završavaju na osamnaestoj."
,hr,"Igra se odvija na travi, a trava oko rupe kosi se tako da bude kraća i naziva „Green“."
,hr,"Tada ljudi idu na mjesto koje se razlikuje od njihove svakodnevice da bi se opustili i zabavili."
,hr,"Plaže, tematski parkovi i kampovi često predstavljaju mjesta koja turisti rekreativci najviše posjećuju."
,hr,"Naravno da prvoklasni trkač na 800 m, koji može istrčati u dvije minute, mora biti dosta brz, ali u svakom slučaju mora raditi na izdržljivosti."
,hr,"Održavanje zdravog i uravnoteženog unosa energije, učinkovite navike unosa tekućine i znanje o raznim aspektima uzimanja nadomjestaka prehrani sportašima može omogućiti bolju izvedbu i veće uživanje u sportu."
,hr,"Protoni imaju pozitivan električni naboj, dok neutroni nemaju naboj. Elektroni imaju negativan električni naboj."
,hr,"Kolonije ratničkih mrava isto tako hodaju i gnijezde se u različitim fazama."
,hr,"U nomadskoj fazi vojni mravi marširaju noću, a danju miruju."
,hr,"Na računalima se mogu stvoriti sofisticirane animacije koje se sve više koriste na televiziji i u filmovima."
,hr,"U teoriji je zatim uspostavljena ideja da su Maori migrirali iz Polinezije Velikom flotom i preuzeli Novi Zeland od Moriora te uspostavili poljodjelsko društvo."
,hr,"Međutim, novi dokazi ukazuju na to da su Moriori bili grupa kopnenih Maora koji su migrirali s Novog Zelanda na Chathamske otoke i razvili svoju prepoznatljivu, miroljubivu kulturu."
,hr,"Dr. Damadian je 1977. završio sastavljanje prvog skenera za magnetsku rezonanciju za cijelo tijelo, koji je nazvao „Indomitable”."
,hr,"Uporaba Interneta i World Wide Weba omogućava učenicima pristup informacijama u svakom trenutku."
,hr,"Postmoderni pristup učenju nudi slobodu od apsolutnih vrijednosti. Ne postoji jedan dobar način učenja."
,hr,"Naše iskustvo s televizijskim emisijama koje se temelje na načelu „uradi sam”, predstavljanju informacija i učenju podupiru taj stav."
,hr,"Domoroci Grenlanda u Kanadi se nazivaju Inuitima i Kalaalleq (množina Kalaallit) na Grenlandu."
,hr,"Prilikom planiranja ne zaboravite da je južni dio Afrike stabilan, ali i da to nije slučaj za sve susjedne države."
,hr,"Svaka zemlja ima jedinstvene zakone u kojima je navedeno koja oprema za prvu pomoć mora biti u automobilu."
,hr,"Victoria Falls je grad u zapadnom dijelu Zimbabwea, preko granice kraj Livingstona u Zambiji i u blizini Botswane."
,hr,"Zasigurno ćete se namočiti ako prijeđete most ili pješačite stazama u blizini vodopada."
,hr,"Nevjerojatna bogatstva grobnice više se tamo ne nalaze, već su premještena u Egipatski muzej u Kairu."
,hr,"Jeruzalem je glavni i najveći grad Izraela iako ga većina drugih zemalja i Ujedinjeni narodi ne priznaju kao glavni grad Izraela."
,hr,"Građani Kube koji imaju zelenu kartu SAD-a moraju posjetiti ekvadorski konzulat kako bi dobili izuzeće od ovog zahtjeva."
,hr,"Uvjerite se da je agent putem kojeg vršite rezervaciju stručnjak za Galapagos i da je dobro upoznat s mnogobrojnim vrstama brodova."
,hr,"Otok Bowen predstavlja popularno odredište za dnevni izlet ili vikend-odmor koje nudi mogućnosti vožnje kajacima i planinarenja, kao i trgovine, restorane i više."
,hr,"Ova jedinstvena zajednica nalazi se u Howe Soundu blizu Vancouvera i lako je dostupna vodenim taksijem koji redovno isplovljava s otoka Granville u donjem Vancouveru."
,hr,"Služba parka (MINAE) ne izdaje dozvole više od jednog mjeseca prije predviđenog dolaska."
,hr,"CafeNet El Sol nudi uslugu rezervacije uz naknadu od 30 američkih dolara ili 10 američkih dolara za jednodnevne propusnice. Pojedinosti na njihovoj stranici za Corcovado."
,hr,"Doručak može uključivati sezonske delikatese iz tog područja ili specijalitet domaćina."
